nohup: ignoring input
[1] order5big_0008: LINEAR (0.0s)  running={'LINEAR': 1}
[1175] order5big_9400: LINEAR (0.0s)  running={'LINEAR': 675, 'THEOREM': 459, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1176] order5big_9408: LINEAR (0.0s)  running={'LINEAR': 676, 'THEOREM': 459, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1177] order5big_9416: LINEAR (0.0s)  running={'LINEAR': 677, 'THEOREM': 459, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1178] order5big_9424: LINEAR (0.0s)  running={'LINEAR': 678, 'THEOREM': 459, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1179] order5big_9432: LINEAR (0.0s)  running={'LINEAR': 679, 'THEOREM': 459, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1180] order5big_9440: THEOREM (60.2s)  running={'LINEAR': 679, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1181] order5big_9448: LINEAR (0.0s)  running={'LINEAR': 680, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1182] order5big_9456: LINEAR (0.0s)  running={'LINEAR': 681, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1183] order5big_9464: LINEAR (0.0s)  running={'LINEAR': 682, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1184] order5big_9472: LINEAR (0.0s)  running={'LINEAR': 683, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1185] order5big_9480: LINEAR (0.0s)  running={'LINEAR': 684, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1186] order5big_9488: LINEAR (0.0s)  running={'LINEAR': 685, 'THEOREM': 460, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1187] order5big_9496: THEOREM (60.5s)  running={'LINEAR': 685, 'THEOREM': 461, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1188] order5big_9504: LINEAR (0.0s)  running={'LINEAR': 686, 'THEOREM': 461, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1189] order5big_9512: LINEAR (0.0s)  running={'LINEAR': 687, 'THEOREM': 461, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1190] order5big_9520: THEOREM (60.2s)  running={'LINEAR': 687, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1191] order5big_9528: LINEAR (0.0s)  running={'LINEAR': 688, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1192] order5big_9536: LINEAR (0.0s)  running={'LINEAR': 689, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1193] order5big_9544: LINEAR (0.0s)  running={'LINEAR': 690, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1194] order5big_9552: LINEAR (0.0s)  running={'LINEAR': 691, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1195] order5big_9560: LINEAR (0.0s)  running={'LINEAR': 692, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1196] order5big_9568: LINEAR (0.0s)  running={'LINEAR': 693, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1197] order5big_9576: LINEAR (0.0s)  running={'LINEAR': 694, 'THEOREM': 462, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1198] order5big_9584: THEOREM (0.2s)  running={'LINEAR': 694, 'THEOREM': 463, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1199] order5big_9592: LINEAR (0.0s)  running={'LINEAR': 695, 'THEOREM': 463, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1200] order5big_9600: LINEAR (0.0s)  running={'LINEAR': 696, 'THEOREM': 463, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1201] order5big_9608: THEOREM (60.2s)  running={'LINEAR': 696, 'THEOREM': 464, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1202] order5big_9616: THEOREM (195.6s)  running={'LINEAR': 696, 'THEOREM': 465, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1203] order5big_9624: LINEAR (0.0s)  running={'LINEAR': 697, 'THEOREM': 465, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1204] order5big_9632: LINEAR (0.0s)  running={'LINEAR': 698, 'THEOREM': 465, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1205] order5big_9640: THEOREM (60.3s)  running={'LINEAR': 698, 'THEOREM': 466, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1206] order5big_9648: THEOREM (60.2s)  running={'LINEAR': 698, 'THEOREM': 467, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1207] order5big_9656: LINEAR (0.0s)  running={'LINEAR': 699, 'THEOREM': 467, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1208] order5big_9664: THEOREM (60.2s)  running={'LINEAR': 699, 'THEOREM': 468, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1209] order5big_9672: THEOREM (60.2s)  running={'LINEAR': 699, 'THEOREM': 469, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1210] order5big_9680: LINEAR (0.0s)  running={'LINEAR': 700, 'THEOREM': 469, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1211] order5big_9688: THEOREM (60.2s)  running={'LINEAR': 700, 'THEOREM': 470, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1212] order5big_9696: THEOREM (60.3s)  running={'LINEAR': 700, 'THEOREM': 471, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1213] order5big_9704: THEOREM (60.7s)  running={'LINEAR': 700, 'THEOREM': 472, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1214] order5big_9712: LINEAR (0.0s)  running={'LINEAR': 701, 'THEOREM': 472, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1215] order5big_9720: THEOREM (60.4s)  running={'LINEAR': 701, 'THEOREM': 473, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1216] order5big_9728: LINEAR (0.0s)  running={'LINEAR': 702, 'THEOREM': 473, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1217] order5big_9736: THEOREM (60.2s)  running={'LINEAR': 702, 'THEOREM': 474, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1218] order5big_9744: LINEAR (0.0s)  running={'LINEAR': 703, 'THEOREM': 474, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1219] order5big_9752: LINEAR (0.0s)  running={'LINEAR': 704, 'THEOREM': 474, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1220] order5big_9760: THEOREM (60.6s)  running={'LINEAR': 704, 'THEOREM': 475, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1221] order5big_9768: LINEAR (0.0s)  running={'LINEAR': 705, 'THEOREM': 475, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1222] order5big_9776: THEOREM (60.6s)  running={'LINEAR': 705, 'THEOREM': 476, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1223] order5big_9784: LINEAR (0.0s)  running={'LINEAR': 706, 'THEOREM': 476, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1224] order5big_9792: LINEAR (0.0s)  running={'LINEAR': 707, 'THEOREM': 476, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1225] order5big_9800: LINEAR (0.0s)  running={'LINEAR': 708, 'THEOREM': 476, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1226] order5big_9808: THEOREM (60.2s)  running={'LINEAR': 708, 'THEOREM': 477, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1227] order5big_9816: LINEAR (0.0s)  running={'LINEAR': 709, 'THEOREM': 477, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1228] order5big_9824: LINEAR (0.0s)  running={'LINEAR': 710, 'THEOREM': 477, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1229] order5big_9832: LINEAR (0.0s)  running={'LINEAR': 711, 'THEOREM': 477, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1230] order5big_9840: THEOREM (60.6s)  running={'LINEAR': 711, 'THEOREM': 478, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1231] order5big_9848: LINEAR (0.0s)  running={'LINEAR': 712, 'THEOREM': 478, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1232] order5big_9856: THEOREM (61.2s)  running={'LINEAR': 712, 'THEOREM': 479, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1233] order5big_9864: THEOREM (60.6s)  running={'LINEAR': 712, 'THEOREM': 480, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1234] order5big_9872: LINEAR (0.0s)  running={'LINEAR': 713, 'THEOREM': 480, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1235] order5big_9880: LINEAR (0.0s)  running={'LINEAR': 714, 'THEOREM': 480, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1236] order5big_9888: THEOREM (60.2s)  running={'LINEAR': 714, 'THEOREM': 481, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1237] order5big_9896: LINEAR (0.0s)  running={'LINEAR': 715, 'THEOREM': 481, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1238] order5big_9904: THEOREM (60.2s)  running={'LINEAR': 715, 'THEOREM': 482, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1239] order5big_9912: THEOREM (0.6s)  running={'LINEAR': 715, 'THEOREM': 483, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1240] order5big_9920: LINEAR (0.0s)  running={'LINEAR': 716, 'THEOREM': 483, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1241] order5big_9928: LINEAR (0.0s)  running={'LINEAR': 717, 'THEOREM': 483, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1242] order5big_9936: LINEAR (0.0s)  running={'LINEAR': 718, 'THEOREM': 483, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1243] order5big_9944: LINEAR (0.0s)  running={'LINEAR': 719, 'THEOREM': 483, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1244] order5big_9952: THEOREM (60.2s)  running={'LINEAR': 719, 'THEOREM': 484, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1245] order5big_9960: THEOREM (60.2s)  running={'LINEAR': 719, 'THEOREM': 485, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1246] order5big_9968: THEOREM (60.2s)  running={'LINEAR': 719, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1247] order5big_9976: LINEAR (0.0s)  running={'LINEAR': 720, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1248] order5big_9984: LINEAR (0.0s)  running={'LINEAR': 721, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1249] order5big_9992: LINEAR (0.0s)  running={'LINEAR': 722, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1250] order5big_10000: LINEAR (0.0s)  running={'LINEAR': 723, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1251] order5big_10008: LINEAR (0.0s)  running={'LINEAR': 724, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1252] order5big_10016: LINEAR (0.0s)  running={'LINEAR': 725, 'THEOREM': 486, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1253] order5big_10024: THEOREM (77.5s)  running={'LINEAR': 725, 'THEOREM': 487, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1254] order5big_10032: LINEAR (0.0s)  running={'LINEAR': 726, 'THEOREM': 487, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1255] order5big_10040: LINEAR (0.0s)  running={'LINEAR': 727, 'THEOREM': 487, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1256] order5big_10048: LINEAR (0.0s)  running={'LINEAR': 728, 'THEOREM': 487, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1257] order5big_10056: THEOREM (6.0s)  running={'LINEAR': 728, 'THEOREM': 488, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1258] order5big_10064: LINEAR (0.0s)  running={'LINEAR': 729, 'THEOREM': 488, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1259] order5big_10072: THEOREM (60.2s)  running={'LINEAR': 729, 'THEOREM': 489, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1260] order5big_10080: LINEAR (0.0s)  running={'LINEAR': 730, 'THEOREM': 489, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1261] order5big_10088: THEOREM (60.4s)  running={'LINEAR': 730, 'THEOREM': 490, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1262] order5big_10096: THEOREM (60.2s)  running={'LINEAR': 730, 'THEOREM': 491, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1263] order5big_10104: THEOREM (60.2s)  running={'LINEAR': 730, 'THEOREM': 492, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1264] order5big_10112: THEOREM (60.7s)  running={'LINEAR': 730, 'THEOREM': 493, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 7}
[1265] order5big_10120: SOLVED_FMB (0.1s)  running={'LINEAR': 730, 'THEOREM': 493, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1266] order5big_10128: LINEAR (0.0s)  running={'LINEAR': 731, 'THEOREM': 493, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1267] order5big_10136: LINEAR (0.0s)  running={'LINEAR': 732, 'THEOREM': 493, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1268] order5big_10144: LINEAR (0.0s)  running={'LINEAR': 733, 'THEOREM': 493, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1269] order5big_10152: THEOREM (60.2s)  running={'LINEAR': 733, 'THEOREM': 494, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1270] order5big_10160: LINEAR (0.0s)  running={'LINEAR': 734, 'THEOREM': 494, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1271] order5big_10168: LINEAR (0.0s)  running={'LINEAR': 735, 'THEOREM': 494, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 7}
[1272] order5big_10176: SOLVED_FMB (2.7s)  running={'LINEAR': 735, 'THEOREM': 494, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1273] order5big_10184: LINEAR (0.0s)  running={'LINEAR': 736, 'THEOREM': 494, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1274] order5big_10192: THEOREM (60.2s)  running={'LINEAR': 736, 'THEOREM': 495, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1275] order5big_10200: THEOREM (1.4s)  running={'LINEAR': 736, 'THEOREM': 496, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1276] order5big_10208: THEOREM (62.2s)  running={'LINEAR': 736, 'THEOREM': 497, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1277] order5big_10216: LINEAR (0.0s)  running={'LINEAR': 737, 'THEOREM': 497, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1278] order5big_10224: LINEAR (0.0s)  running={'LINEAR': 738, 'THEOREM': 497, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1279] order5big_10232: THEOREM (60.7s)  running={'LINEAR': 738, 'THEOREM': 498, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1280] order5big_10240: LINEAR (0.0s)  running={'LINEAR': 739, 'THEOREM': 498, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1281] order5big_10248: THEOREM (61.2s)  running={'LINEAR': 739, 'THEOREM': 499, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1282] order5big_10256: THEOREM (60.2s)  running={'LINEAR': 739, 'THEOREM': 500, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1283] order5big_10264: LINEAR (0.0s)  running={'LINEAR': 740, 'THEOREM': 500, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1284] order5big_10272: LINEAR (0.0s)  running={'LINEAR': 741, 'THEOREM': 500, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1285] order5big_10280: LINEAR (0.0s)  running={'LINEAR': 742, 'THEOREM': 500, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1286] order5big_10288: THEOREM (60.2s)  running={'LINEAR': 742, 'THEOREM': 501, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1287] order5big_10296: LINEAR (0.0s)  running={'LINEAR': 743, 'THEOREM': 501, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1288] order5big_10304: THEOREM (60.2s)  running={'LINEAR': 743, 'THEOREM': 502, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1289] order5big_10312: LINEAR (0.0s)  running={'LINEAR': 744, 'THEOREM': 502, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1290] order5big_10320: LINEAR (0.0s)  running={'LINEAR': 745, 'THEOREM': 502, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1291] order5big_10328: LINEAR (0.0s)  running={'LINEAR': 746, 'THEOREM': 502, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1292] order5big_10336: LINEAR (0.0s)  running={'LINEAR': 747, 'THEOREM': 502, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1293] order5big_10344: THEOREM (60.5s)  running={'LINEAR': 747, 'THEOREM': 503, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1294] order5big_10352: THEOREM (60.2s)  running={'LINEAR': 747, 'THEOREM': 504, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1295] order5big_10360: THEOREM (60.2s)  running={'LINEAR': 747, 'THEOREM': 505, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1296] order5big_10368: LINEAR (0.0s)  running={'LINEAR': 748, 'THEOREM': 505, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1297] order5big_10376: LINEAR (0.0s)  running={'LINEAR': 749, 'THEOREM': 505, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1298] order5big_10384: LINEAR (0.0s)  running={'LINEAR': 750, 'THEOREM': 505, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1299] order5big_10392: THEOREM (60.2s)  running={'LINEAR': 750, 'THEOREM': 506, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1300] order5big_10400: THEOREM (60.2s)  running={'LINEAR': 750, 'THEOREM': 507, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1301] order5big_10408: LINEAR (0.0s)  running={'LINEAR': 751, 'THEOREM': 507, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1302] order5big_10416: LINEAR (0.0s)  running={'LINEAR': 752, 'THEOREM': 507, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1303] order5big_10424: THEOREM (272.4s)  running={'LINEAR': 752, 'THEOREM': 508, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1304] order5big_10432: THEOREM (60.2s)  running={'LINEAR': 752, 'THEOREM': 509, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1305] order5big_10440: THEOREM (60.5s)  running={'LINEAR': 752, 'THEOREM': 510, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1306] order5big_10448: THEOREM (60.3s)  running={'LINEAR': 752, 'THEOREM': 511, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1307] order5big_10456: LINEAR (0.0s)  running={'LINEAR': 753, 'THEOREM': 511, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1308] order5big_10464: THEOREM (60.2s)  running={'LINEAR': 753, 'THEOREM': 512, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1309] order5big_10472: THEOREM (60.2s)  running={'LINEAR': 753, 'THEOREM': 513, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 7}
[1310] order5big_10480: SOLVED_FMB (0.3s)  running={'LINEAR': 753, 'THEOREM': 513, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1311] order5big_10488: THEOREM (60.1s)  running={'LINEAR': 753, 'THEOREM': 514, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1312] order5big_10496: LINEAR (0.0s)  running={'LINEAR': 754, 'THEOREM': 514, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1313] order5big_10504: LINEAR (0.0s)  running={'LINEAR': 755, 'THEOREM': 514, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1314] order5big_10512: LINEAR (0.0s)  running={'LINEAR': 756, 'THEOREM': 514, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1315] order5big_10520: THEOREM (60.3s)  running={'LINEAR': 756, 'THEOREM': 515, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 7}
[1316] order5big_10528: SOLVED_FMB (11.6s)  running={'LINEAR': 756, 'THEOREM': 515, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1317] order5big_10536: THEOREM (60.2s)  running={'LINEAR': 756, 'THEOREM': 516, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1318] order5big_10544: LINEAR (0.0s)  running={'LINEAR': 757, 'THEOREM': 516, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1319] order5big_10552: THEOREM (60.1s)  running={'LINEAR': 757, 'THEOREM': 517, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1320] order5big_10560: LINEAR (0.0s)  running={'LINEAR': 758, 'THEOREM': 517, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1321] order5big_10568: LINEAR (0.0s)  running={'LINEAR': 759, 'THEOREM': 517, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1322] order5big_10576: THEOREM (60.5s)  running={'LINEAR': 759, 'THEOREM': 518, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1323] order5big_10584: THEOREM (83.0s)  running={'LINEAR': 759, 'THEOREM': 519, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1324] order5big_10592: THEOREM (60.1s)  running={'LINEAR': 759, 'THEOREM': 520, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1325] order5big_10600: LINEAR (0.0s)  running={'LINEAR': 760, 'THEOREM': 520, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1326] order5big_10608: THEOREM (76.9s)  running={'LINEAR': 760, 'THEOREM': 521, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1327] order5big_10616: LINEAR (0.0s)  running={'LINEAR': 761, 'THEOREM': 521, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1328] order5big_10624: LINEAR (0.0s)  running={'LINEAR': 762, 'THEOREM': 521, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1329] order5big_10632: LINEAR (0.0s)  running={'LINEAR': 763, 'THEOREM': 521, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1330] order5big_10640: LINEAR (0.0s)  running={'LINEAR': 764, 'THEOREM': 521, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1331] order5big_10648: THEOREM (62.0s)  running={'LINEAR': 764, 'THEOREM': 522, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1332] order5big_10656: LINEAR (0.0s)  running={'LINEAR': 765, 'THEOREM': 522, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 7}
[1333] order5big_10664: SOLVED_FMB (11.9s)  running={'LINEAR': 765, 'THEOREM': 522, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1334] order5big_10672: THEOREM (60.4s)  running={'LINEAR': 765, 'THEOREM': 523, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1335] order5big_10680: LINEAR (0.0s)  running={'LINEAR': 766, 'THEOREM': 523, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1336] order5big_10688: THEOREM (60.2s)  running={'LINEAR': 766, 'THEOREM': 524, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1337] order5big_10696: THEOREM (60.2s)  running={'LINEAR': 766, 'THEOREM': 525, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1338] order5big_10704: LINEAR (0.0s)  running={'LINEAR': 767, 'THEOREM': 525, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1339] order5big_10712: THEOREM (60.6s)  running={'LINEAR': 767, 'THEOREM': 526, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1340] order5big_10720: THEOREM (60.2s)  running={'LINEAR': 767, 'THEOREM': 527, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1341] order5big_10728: THEOREM (60.2s)  running={'LINEAR': 767, 'THEOREM': 528, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1342] order5big_10736: LINEAR (0.0s)  running={'LINEAR': 768, 'THEOREM': 528, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1343] order5big_10744: THEOREM (60.1s)  running={'LINEAR': 768, 'THEOREM': 529, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1344] order5big_10752: THEOREM (98.7s)  running={'LINEAR': 768, 'THEOREM': 530, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1345] order5big_10760: LINEAR (0.0s)  running={'LINEAR': 769, 'THEOREM': 530, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1346] order5big_10768: THEOREM (61.9s)  running={'LINEAR': 769, 'THEOREM': 531, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1347] order5big_10776: LINEAR (0.0s)  running={'LINEAR': 770, 'THEOREM': 531, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1348] order5big_10784: LINEAR (0.0s)  running={'LINEAR': 771, 'THEOREM': 531, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1349] order5big_10792: LINEAR (0.0s)  running={'LINEAR': 772, 'THEOREM': 531, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
[1350] order5big_10800: LINEAR (0.0s)  running={'LINEAR': 773, 'THEOREM': 531, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 7}
