nohup: ignoring input
[1] order5big_0007: LINEAR (0.0s)  running={'LINEAR': 1}
[1098] order5big_8783: THEOREM (60.2s)  running={'LINEAR': 646, 'SOLVED_FMB': 35, 'THEOREM': 412, 'HARD_NONLINEAR': 5}
[1099] order5big_8791: THEOREM (60.2s)  running={'LINEAR': 646, 'SOLVED_FMB': 35, 'THEOREM': 413, 'HARD_NONLINEAR': 5}
[1100] order5big_8799: SOLVED_FMB (0.3s)  running={'LINEAR': 646, 'SOLVED_FMB': 36, 'THEOREM': 413, 'HARD_NONLINEAR': 5}
[1101] order5big_8807: LINEAR (0.0s)  running={'LINEAR': 647, 'SOLVED_FMB': 36, 'THEOREM': 413, 'HARD_NONLINEAR': 5}
[1102] order5big_8815: LINEAR (0.0s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 413, 'HARD_NONLINEAR': 5}
[1103] order5big_8823: THEOREM (60.2s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 414, 'HARD_NONLINEAR': 5}
[1104] order5big_8831: THEOREM (60.2s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 415, 'HARD_NONLINEAR': 5}
[1105] order5big_8839: THEOREM (60.2s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 416, 'HARD_NONLINEAR': 5}
[1106] order5big_8847: THEOREM (60.2s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 417, 'HARD_NONLINEAR': 5}
[1107] order5big_8855: THEOREM (60.2s)  running={'LINEAR': 648, 'SOLVED_FMB': 36, 'THEOREM': 418, 'HARD_NONLINEAR': 5}
[1108] order5big_8863: LINEAR (0.0s)  running={'LINEAR': 649, 'SOLVED_FMB': 36, 'THEOREM': 418, 'HARD_NONLINEAR': 5}
[1109] order5big_8871: THEOREM (60.6s)  running={'LINEAR': 649, 'SOLVED_FMB': 36, 'THEOREM': 419, 'HARD_NONLINEAR': 5}
[1110] order5big_8879: THEOREM (60.5s)  running={'LINEAR': 649, 'SOLVED_FMB': 36, 'THEOREM': 420, 'HARD_NONLINEAR': 5}
[1111] order5big_8887: LINEAR (0.0s)  running={'LINEAR': 650, 'SOLVED_FMB': 36, 'THEOREM': 420, 'HARD_NONLINEAR': 5}
[1112] order5big_8895: LINEAR (0.0s)  running={'LINEAR': 651, 'SOLVED_FMB': 36, 'THEOREM': 420, 'HARD_NONLINEAR': 5}
[1113] order5big_8903: LINEAR (0.0s)  running={'LINEAR': 652, 'SOLVED_FMB': 36, 'THEOREM': 420, 'HARD_NONLINEAR': 5}
[1114] order5big_8911: THEOREM (64.1s)  running={'LINEAR': 652, 'SOLVED_FMB': 36, 'THEOREM': 421, 'HARD_NONLINEAR': 5}
[1115] order5big_8919: LINEAR (0.0s)  running={'LINEAR': 653, 'SOLVED_FMB': 36, 'THEOREM': 421, 'HARD_NONLINEAR': 5}
[1116] order5big_8927: THEOREM (62.4s)  running={'LINEAR': 653, 'SOLVED_FMB': 36, 'THEOREM': 422, 'HARD_NONLINEAR': 5}
[1117] order5big_8935: LINEAR (0.0s)  running={'LINEAR': 654, 'SOLVED_FMB': 36, 'THEOREM': 422, 'HARD_NONLINEAR': 5}
[1118] order5big_8943: LINEAR (0.0s)  running={'LINEAR': 655, 'SOLVED_FMB': 36, 'THEOREM': 422, 'HARD_NONLINEAR': 5}
[1119] order5big_8951: HARD_NONLINEAR (120.1s)  running={'LINEAR': 655, 'SOLVED_FMB': 36, 'THEOREM': 422, 'HARD_NONLINEAR': 6}
[1120] order5big_8959: LINEAR (0.0s)  running={'LINEAR': 656, 'SOLVED_FMB': 36, 'THEOREM': 422, 'HARD_NONLINEAR': 6}
[1121] order5big_8967: THEOREM (60.2s)  running={'LINEAR': 656, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1122] order5big_8975: LINEAR (0.0s)  running={'LINEAR': 657, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1123] order5big_8983: LINEAR (0.0s)  running={'LINEAR': 658, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1124] order5big_8991: LINEAR (0.0s)  running={'LINEAR': 659, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1125] order5big_8999: LINEAR (0.0s)  running={'LINEAR': 660, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1126] order5big_9007: LINEAR (0.0s)  running={'LINEAR': 661, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1127] order5big_9015: LINEAR (0.0s)  running={'LINEAR': 662, 'SOLVED_FMB': 36, 'THEOREM': 423, 'HARD_NONLINEAR': 6}
[1128] order5big_9023: THEOREM (60.5s)  running={'LINEAR': 662, 'SOLVED_FMB': 36, 'THEOREM': 424, 'HARD_NONLINEAR': 6}
[1129] order5big_9031: THEOREM (60.6s)  running={'LINEAR': 662, 'SOLVED_FMB': 36, 'THEOREM': 425, 'HARD_NONLINEAR': 6}
[1130] order5big_9039: THEOREM (60.2s)  running={'LINEAR': 662, 'SOLVED_FMB': 36, 'THEOREM': 426, 'HARD_NONLINEAR': 6}
[1131] order5big_9047: THEOREM (60.2s)  running={'LINEAR': 662, 'SOLVED_FMB': 36, 'THEOREM': 427, 'HARD_NONLINEAR': 6}
[1132] order5big_9055: LINEAR (0.0s)  running={'LINEAR': 663, 'SOLVED_FMB': 36, 'THEOREM': 427, 'HARD_NONLINEAR': 6}
[1133] order5big_9063: LINEAR (0.0s)  running={'LINEAR': 664, 'SOLVED_FMB': 36, 'THEOREM': 427, 'HARD_NONLINEAR': 6}
[1134] order5big_9071: LINEAR (0.0s)  running={'LINEAR': 665, 'SOLVED_FMB': 36, 'THEOREM': 427, 'HARD_NONLINEAR': 6}
[1135] order5big_9079: THEOREM (60.2s)  running={'LINEAR': 665, 'SOLVED_FMB': 36, 'THEOREM': 428, 'HARD_NONLINEAR': 6}
[1136] order5big_9087: LINEAR (0.0s)  running={'LINEAR': 666, 'SOLVED_FMB': 36, 'THEOREM': 428, 'HARD_NONLINEAR': 6}
[1137] order5big_9095: LINEAR (0.0s)  running={'LINEAR': 667, 'SOLVED_FMB': 36, 'THEOREM': 428, 'HARD_NONLINEAR': 6}
[1138] order5big_9103: LINEAR (0.0s)  running={'LINEAR': 668, 'SOLVED_FMB': 36, 'THEOREM': 428, 'HARD_NONLINEAR': 6}
[1139] order5big_9111: LINEAR (0.0s)  running={'LINEAR': 669, 'SOLVED_FMB': 36, 'THEOREM': 428, 'HARD_NONLINEAR': 6}
[1140] order5big_9119: THEOREM (60.2s)  running={'LINEAR': 669, 'SOLVED_FMB': 36, 'THEOREM': 429, 'HARD_NONLINEAR': 6}
[1141] order5big_9127: LINEAR (0.0s)  running={'LINEAR': 670, 'SOLVED_FMB': 36, 'THEOREM': 429, 'HARD_NONLINEAR': 6}
[1142] order5big_9135: LINEAR (0.0s)  running={'LINEAR': 671, 'SOLVED_FMB': 36, 'THEOREM': 429, 'HARD_NONLINEAR': 6}
[1143] order5big_9143: LINEAR (0.0s)  running={'LINEAR': 672, 'SOLVED_FMB': 36, 'THEOREM': 429, 'HARD_NONLINEAR': 6}
[1144] order5big_9151: THEOREM (60.2s)  running={'LINEAR': 672, 'SOLVED_FMB': 36, 'THEOREM': 430, 'HARD_NONLINEAR': 6}
[1145] order5big_9159: LINEAR (0.0s)  running={'LINEAR': 673, 'SOLVED_FMB': 36, 'THEOREM': 430, 'HARD_NONLINEAR': 6}
[1146] order5big_9167: THEOREM (60.2s)  running={'LINEAR': 673, 'SOLVED_FMB': 36, 'THEOREM': 431, 'HARD_NONLINEAR': 6}
[1147] order5big_9175: LINEAR (0.0s)  running={'LINEAR': 674, 'SOLVED_FMB': 36, 'THEOREM': 431, 'HARD_NONLINEAR': 6}
[1148] order5big_9183: LINEAR (0.0s)  running={'LINEAR': 675, 'SOLVED_FMB': 36, 'THEOREM': 431, 'HARD_NONLINEAR': 6}
[1149] order5big_9191: LINEAR (0.0s)  running={'LINEAR': 676, 'SOLVED_FMB': 36, 'THEOREM': 431, 'HARD_NONLINEAR': 6}
[1150] order5big_9199: THEOREM (60.2s)  running={'LINEAR': 676, 'SOLVED_FMB': 36, 'THEOREM': 432, 'HARD_NONLINEAR': 6}
[1151] order5big_9207: SOLVED_FMB (0.2s)  running={'LINEAR': 676, 'SOLVED_FMB': 37, 'THEOREM': 432, 'HARD_NONLINEAR': 6}
[1152] order5big_9215: THEOREM (60.6s)  running={'LINEAR': 676, 'SOLVED_FMB': 37, 'THEOREM': 433, 'HARD_NONLINEAR': 6}
[1153] order5big_9223: SOLVED_FMB (0.2s)  running={'LINEAR': 676, 'SOLVED_FMB': 38, 'THEOREM': 433, 'HARD_NONLINEAR': 6}
[1154] order5big_9231: THEOREM (60.5s)  running={'LINEAR': 676, 'SOLVED_FMB': 38, 'THEOREM': 434, 'HARD_NONLINEAR': 6}
[1155] order5big_9239: THEOREM (60.2s)  running={'LINEAR': 676, 'SOLVED_FMB': 38, 'THEOREM': 435, 'HARD_NONLINEAR': 6}
[1156] order5big_9247: THEOREM (60.2s)  running={'LINEAR': 676, 'SOLVED_FMB': 38, 'THEOREM': 436, 'HARD_NONLINEAR': 6}
[1157] order5big_9255: LINEAR (0.0s)  running={'LINEAR': 677, 'SOLVED_FMB': 38, 'THEOREM': 436, 'HARD_NONLINEAR': 6}
[1158] order5big_9263: THEOREM (60.7s)  running={'LINEAR': 677, 'SOLVED_FMB': 38, 'THEOREM': 437, 'HARD_NONLINEAR': 6}
[1159] order5big_9271: LINEAR (0.0s)  running={'LINEAR': 678, 'SOLVED_FMB': 38, 'THEOREM': 437, 'HARD_NONLINEAR': 6}
[1160] order5big_9279: THEOREM (60.2s)  running={'LINEAR': 678, 'SOLVED_FMB': 38, 'THEOREM': 438, 'HARD_NONLINEAR': 6}
[1161] order5big_9287: LINEAR (0.0s)  running={'LINEAR': 679, 'SOLVED_FMB': 38, 'THEOREM': 438, 'HARD_NONLINEAR': 6}
[1162] order5big_9295: THEOREM (60.6s)  running={'LINEAR': 679, 'SOLVED_FMB': 38, 'THEOREM': 439, 'HARD_NONLINEAR': 6}
[1163] order5big_9303: THEOREM (60.2s)  running={'LINEAR': 679, 'SOLVED_FMB': 38, 'THEOREM': 440, 'HARD_NONLINEAR': 6}
[1164] order5big_9311: LINEAR (0.0s)  running={'LINEAR': 680, 'SOLVED_FMB': 38, 'THEOREM': 440, 'HARD_NONLINEAR': 6}
[1165] order5big_9319: LINEAR (0.0s)  running={'LINEAR': 681, 'SOLVED_FMB': 38, 'THEOREM': 440, 'HARD_NONLINEAR': 6}
[1166] order5big_9327: THEOREM (0.2s)  running={'LINEAR': 681, 'SOLVED_FMB': 38, 'THEOREM': 441, 'HARD_NONLINEAR': 6}
[1167] order5big_9335: LINEAR (0.0s)  running={'LINEAR': 682, 'SOLVED_FMB': 38, 'THEOREM': 441, 'HARD_NONLINEAR': 6}
[1168] order5big_9343: THEOREM (60.2s)  running={'LINEAR': 682, 'SOLVED_FMB': 38, 'THEOREM': 442, 'HARD_NONLINEAR': 6}
[1169] order5big_9351: LINEAR (0.0s)  running={'LINEAR': 683, 'SOLVED_FMB': 38, 'THEOREM': 442, 'HARD_NONLINEAR': 6}
[1170] order5big_9359: LINEAR (0.0s)  running={'LINEAR': 684, 'SOLVED_FMB': 38, 'THEOREM': 442, 'HARD_NONLINEAR': 6}
[1171] order5big_9367: LINEAR (0.0s)  running={'LINEAR': 685, 'SOLVED_FMB': 38, 'THEOREM': 442, 'HARD_NONLINEAR': 6}
[1172] order5big_9375: LINEAR (0.0s)  running={'LINEAR': 686, 'SOLVED_FMB': 38, 'THEOREM': 442, 'HARD_NONLINEAR': 6}
[1173] order5big_9383: THEOREM (60.2s)  running={'LINEAR': 686, 'SOLVED_FMB': 38, 'THEOREM': 443, 'HARD_NONLINEAR': 6}
[1174] order5big_9391: THEOREM (60.2s)  running={'LINEAR': 686, 'SOLVED_FMB': 38, 'THEOREM': 444, 'HARD_NONLINEAR': 6}
[1175] order5big_9399: THEOREM (60.2s)  running={'LINEAR': 686, 'SOLVED_FMB': 38, 'THEOREM': 445, 'HARD_NONLINEAR': 6}
[1176] order5big_9407: LINEAR (0.0s)  running={'LINEAR': 687, 'SOLVED_FMB': 38, 'THEOREM': 445, 'HARD_NONLINEAR': 6}
[1177] order5big_9415: LINEAR (0.0s)  running={'LINEAR': 688, 'SOLVED_FMB': 38, 'THEOREM': 445, 'HARD_NONLINEAR': 6}
[1178] order5big_9423: THEOREM (60.2s)  running={'LINEAR': 688, 'SOLVED_FMB': 38, 'THEOREM': 446, 'HARD_NONLINEAR': 6}
[1179] order5big_9431: LINEAR (0.0s)  running={'LINEAR': 689, 'SOLVED_FMB': 38, 'THEOREM': 446, 'HARD_NONLINEAR': 6}
[1180] order5big_9439: THEOREM (60.6s)  running={'LINEAR': 689, 'SOLVED_FMB': 38, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1181] order5big_9447: LINEAR (0.0s)  running={'LINEAR': 690, 'SOLVED_FMB': 38, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1182] order5big_9455: LINEAR (0.0s)  running={'LINEAR': 691, 'SOLVED_FMB': 38, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1183] order5big_9463: SOLVED_FMB (0.1s)  running={'LINEAR': 691, 'SOLVED_FMB': 39, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1184] order5big_9471: LINEAR (0.0s)  running={'LINEAR': 692, 'SOLVED_FMB': 39, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1185] order5big_9479: LINEAR (0.0s)  running={'LINEAR': 693, 'SOLVED_FMB': 39, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1186] order5big_9487: SOLVED_FMB (13.2s)  running={'LINEAR': 693, 'SOLVED_FMB': 40, 'THEOREM': 447, 'HARD_NONLINEAR': 6}
[1187] order5big_9495: THEOREM (62.9s)  running={'LINEAR': 693, 'SOLVED_FMB': 40, 'THEOREM': 448, 'HARD_NONLINEAR': 6}
[1188] order5big_9503: THEOREM (60.2s)  running={'LINEAR': 693, 'SOLVED_FMB': 40, 'THEOREM': 449, 'HARD_NONLINEAR': 6}
[1189] order5big_9511: LINEAR (0.0s)  running={'LINEAR': 694, 'SOLVED_FMB': 40, 'THEOREM': 449, 'HARD_NONLINEAR': 6}
[1190] order5big_9519: LINEAR (0.0s)  running={'LINEAR': 695, 'SOLVED_FMB': 40, 'THEOREM': 449, 'HARD_NONLINEAR': 6}
[1191] order5big_9527: LINEAR (0.0s)  running={'LINEAR': 696, 'SOLVED_FMB': 40, 'THEOREM': 449, 'HARD_NONLINEAR': 6}
[1192] order5big_9535: THEOREM (60.5s)  running={'LINEAR': 696, 'SOLVED_FMB': 40, 'THEOREM': 450, 'HARD_NONLINEAR': 6}
[1193] order5big_9543: LINEAR (0.0s)  running={'LINEAR': 697, 'SOLVED_FMB': 40, 'THEOREM': 450, 'HARD_NONLINEAR': 6}
[1194] order5big_9551: THEOREM (60.4s)  running={'LINEAR': 697, 'SOLVED_FMB': 40, 'THEOREM': 451, 'HARD_NONLINEAR': 6}
[1195] order5big_9559: LINEAR (0.0s)  running={'LINEAR': 698, 'SOLVED_FMB': 40, 'THEOREM': 451, 'HARD_NONLINEAR': 6}
[1196] order5big_9567: THEOREM (5.0s)  running={'LINEAR': 698, 'SOLVED_FMB': 40, 'THEOREM': 452, 'HARD_NONLINEAR': 6}
[1197] order5big_9575: SOLVED_FMB (292.5s)  running={'LINEAR': 698, 'SOLVED_FMB': 41, 'THEOREM': 452, 'HARD_NONLINEAR': 6}
[1198] order5big_9583: THEOREM (60.5s)  running={'LINEAR': 698, 'SOLVED_FMB': 41, 'THEOREM': 453, 'HARD_NONLINEAR': 6}
[1199] order5big_9591: THEOREM (60.2s)  running={'LINEAR': 698, 'SOLVED_FMB': 41, 'THEOREM': 454, 'HARD_NONLINEAR': 6}
[1200] order5big_9599: SOLVED_FMB (0.3s)  running={'LINEAR': 698, 'SOLVED_FMB': 42, 'THEOREM': 454, 'HARD_NONLINEAR': 6}
[1201] order5big_9607: THEOREM (60.2s)  running={'LINEAR': 698, 'SOLVED_FMB': 42, 'THEOREM': 455, 'HARD_NONLINEAR': 6}
[1202] order5big_9615: THEOREM (60.3s)  running={'LINEAR': 698, 'SOLVED_FMB': 42, 'THEOREM': 456, 'HARD_NONLINEAR': 6}
[1203] order5big_9623: LINEAR (0.0s)  running={'LINEAR': 699, 'SOLVED_FMB': 42, 'THEOREM': 456, 'HARD_NONLINEAR': 6}
[1204] order5big_9631: THEOREM (60.4s)  running={'LINEAR': 699, 'SOLVED_FMB': 42, 'THEOREM': 457, 'HARD_NONLINEAR': 6}
[1205] order5big_9639: LINEAR (0.0s)  running={'LINEAR': 700, 'SOLVED_FMB': 42, 'THEOREM': 457, 'HARD_NONLINEAR': 6}
[1206] order5big_9647: LINEAR (0.0s)  running={'LINEAR': 701, 'SOLVED_FMB': 42, 'THEOREM': 457, 'HARD_NONLINEAR': 6}
[1207] order5big_9655: LINEAR (0.0s)  running={'LINEAR': 702, 'SOLVED_FMB': 42, 'THEOREM': 457, 'HARD_NONLINEAR': 6}
[1208] order5big_9663: THEOREM (60.2s)  running={'LINEAR': 702, 'SOLVED_FMB': 42, 'THEOREM': 458, 'HARD_NONLINEAR': 6}
[1209] order5big_9671: LINEAR (0.0s)  running={'LINEAR': 703, 'SOLVED_FMB': 42, 'THEOREM': 458, 'HARD_NONLINEAR': 6}
[1210] order5big_9679: THEOREM (60.2s)  running={'LINEAR': 703, 'SOLVED_FMB': 42, 'THEOREM': 459, 'HARD_NONLINEAR': 6}
[1211] order5big_9687: HARD_NONLINEAR (120.1s)  running={'LINEAR': 703, 'SOLVED_FMB': 42, 'THEOREM': 459, 'HARD_NONLINEAR': 7}
[1212] order5big_9695: THEOREM (60.2s)  running={'LINEAR': 703, 'SOLVED_FMB': 42, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1213] order5big_9703: LINEAR (0.0s)  running={'LINEAR': 704, 'SOLVED_FMB': 42, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1214] order5big_9711: LINEAR (0.0s)  running={'LINEAR': 705, 'SOLVED_FMB': 42, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1215] order5big_9719: SOLVED_FMB (1.7s)  running={'LINEAR': 705, 'SOLVED_FMB': 43, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1216] order5big_9727: LINEAR (0.0s)  running={'LINEAR': 706, 'SOLVED_FMB': 43, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1217] order5big_9735: LINEAR (0.0s)  running={'LINEAR': 707, 'SOLVED_FMB': 43, 'THEOREM': 460, 'HARD_NONLINEAR': 7}
[1218] order5big_9743: THEOREM (60.1s)  running={'LINEAR': 707, 'SOLVED_FMB': 43, 'THEOREM': 461, 'HARD_NONLINEAR': 7}
[1219] order5big_9751: LINEAR (0.0s)  running={'LINEAR': 708, 'SOLVED_FMB': 43, 'THEOREM': 461, 'HARD_NONLINEAR': 7}
[1220] order5big_9759: THEOREM (62.7s)  running={'LINEAR': 708, 'SOLVED_FMB': 43, 'THEOREM': 462, 'HARD_NONLINEAR': 7}
[1221] order5big_9767: LINEAR (0.0s)  running={'LINEAR': 709, 'SOLVED_FMB': 43, 'THEOREM': 462, 'HARD_NONLINEAR': 7}
[1222] order5big_9775: LINEAR (0.0s)  running={'LINEAR': 710, 'SOLVED_FMB': 43, 'THEOREM': 462, 'HARD_NONLINEAR': 7}
[1223] order5big_9783: THEOREM (60.1s)  running={'LINEAR': 710, 'SOLVED_FMB': 43, 'THEOREM': 463, 'HARD_NONLINEAR': 7}
[1224] order5big_9791: THEOREM (60.2s)  running={'LINEAR': 710, 'SOLVED_FMB': 43, 'THEOREM': 464, 'HARD_NONLINEAR': 7}
[1225] order5big_9799: THEOREM (60.2s)  running={'LINEAR': 710, 'SOLVED_FMB': 43, 'THEOREM': 465, 'HARD_NONLINEAR': 7}
[1226] order5big_9807: LINEAR (0.0s)  running={'LINEAR': 711, 'SOLVED_FMB': 43, 'THEOREM': 465, 'HARD_NONLINEAR': 7}
[1227] order5big_9815: THEOREM (60.2s)  running={'LINEAR': 711, 'SOLVED_FMB': 43, 'THEOREM': 466, 'HARD_NONLINEAR': 7}
[1228] order5big_9823: LINEAR (0.0s)  running={'LINEAR': 712, 'SOLVED_FMB': 43, 'THEOREM': 466, 'HARD_NONLINEAR': 7}
[1229] order5big_9831: THEOREM (60.2s)  running={'LINEAR': 712, 'SOLVED_FMB': 43, 'THEOREM': 467, 'HARD_NONLINEAR': 7}
[1230] order5big_9839: THEOREM (60.3s)  running={'LINEAR': 712, 'SOLVED_FMB': 43, 'THEOREM': 468, 'HARD_NONLINEAR': 7}
[1231] order5big_9847: THEOREM (60.2s)  running={'LINEAR': 712, 'SOLVED_FMB': 43, 'THEOREM': 469, 'HARD_NONLINEAR': 7}
[1232] order5big_9855: LINEAR (0.0s)  running={'LINEAR': 713, 'SOLVED_FMB': 43, 'THEOREM': 469, 'HARD_NONLINEAR': 7}
[1233] order5big_9863: LINEAR (0.0s)  running={'LINEAR': 714, 'SOLVED_FMB': 43, 'THEOREM': 469, 'HARD_NONLINEAR': 7}
[1234] order5big_9871: LINEAR (0.0s)  running={'LINEAR': 715, 'SOLVED_FMB': 43, 'THEOREM': 469, 'HARD_NONLINEAR': 7}
[1235] order5big_9879: THEOREM (60.6s)  running={'LINEAR': 715, 'SOLVED_FMB': 43, 'THEOREM': 470, 'HARD_NONLINEAR': 7}
[1236] order5big_9887: THEOREM (60.2s)  running={'LINEAR': 715, 'SOLVED_FMB': 43, 'THEOREM': 471, 'HARD_NONLINEAR': 7}
[1237] order5big_9895: LINEAR (0.0s)  running={'LINEAR': 716, 'SOLVED_FMB': 43, 'THEOREM': 471, 'HARD_NONLINEAR': 7}
[1238] order5big_9903: LINEAR (0.0s)  running={'LINEAR': 717, 'SOLVED_FMB': 43, 'THEOREM': 471, 'HARD_NONLINEAR': 7}
[1239] order5big_9911: LINEAR (0.0s)  running={'LINEAR': 718, 'SOLVED_FMB': 43, 'THEOREM': 471, 'HARD_NONLINEAR': 7}
[1240] order5big_9919: THEOREM (60.6s)  running={'LINEAR': 718, 'SOLVED_FMB': 43, 'THEOREM': 472, 'HARD_NONLINEAR': 7}
[1241] order5big_9927: LINEAR (0.0s)  running={'LINEAR': 719, 'SOLVED_FMB': 43, 'THEOREM': 472, 'HARD_NONLINEAR': 7}
[1242] order5big_9935: LINEAR (0.0s)  running={'LINEAR': 720, 'SOLVED_FMB': 43, 'THEOREM': 472, 'HARD_NONLINEAR': 7}
[1243] order5big_9943: SOLVED_FMB (0.1s)  running={'LINEAR': 720, 'SOLVED_FMB': 44, 'THEOREM': 472, 'HARD_NONLINEAR': 7}
[1244] order5big_9951: THEOREM (60.4s)  running={'LINEAR': 720, 'SOLVED_FMB': 44, 'THEOREM': 473, 'HARD_NONLINEAR': 7}
[1245] order5big_9959: THEOREM (268.4s)  running={'LINEAR': 720, 'SOLVED_FMB': 44, 'THEOREM': 474, 'HARD_NONLINEAR': 7}
[1246] order5big_9967: LINEAR (0.0s)  running={'LINEAR': 721, 'SOLVED_FMB': 44, 'THEOREM': 474, 'HARD_NONLINEAR': 7}
[1247] order5big_9975: LINEAR (0.0s)  running={'LINEAR': 722, 'SOLVED_FMB': 44, 'THEOREM': 474, 'HARD_NONLINEAR': 7}
[1248] order5big_9983: THEOREM (60.2s)  running={'LINEAR': 722, 'SOLVED_FMB': 44, 'THEOREM': 475, 'HARD_NONLINEAR': 7}
[1249] order5big_9991: LINEAR (0.0s)  running={'LINEAR': 723, 'SOLVED_FMB': 44, 'THEOREM': 475, 'HARD_NONLINEAR': 7}
[1250] order5big_9999: LINEAR (0.0s)  running={'LINEAR': 724, 'SOLVED_FMB': 44, 'THEOREM': 475, 'HARD_NONLINEAR': 7}
[1251] order5big_10007: LINEAR (0.0s)  running={'LINEAR': 725, 'SOLVED_FMB': 44, 'THEOREM': 475, 'HARD_NONLINEAR': 7}
[1252] order5big_10015: THEOREM (60.5s)  running={'LINEAR': 725, 'SOLVED_FMB': 44, 'THEOREM': 476, 'HARD_NONLINEAR': 7}
[1253] order5big_10023: LINEAR (0.0s)  running={'LINEAR': 726, 'SOLVED_FMB': 44, 'THEOREM': 476, 'HARD_NONLINEAR': 7}
[1254] order5big_10031: LINEAR (0.0s)  running={'LINEAR': 727, 'SOLVED_FMB': 44, 'THEOREM': 476, 'HARD_NONLINEAR': 7}
[1255] order5big_10039: THEOREM (60.2s)  running={'LINEAR': 727, 'SOLVED_FMB': 44, 'THEOREM': 477, 'HARD_NONLINEAR': 7}
[1256] order5big_10047: THEOREM (60.2s)  running={'LINEAR': 727, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1257] order5big_10055: LINEAR (0.0s)  running={'LINEAR': 728, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1258] order5big_10063: LINEAR (0.0s)  running={'LINEAR': 729, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1259] order5big_10071: LINEAR (0.0s)  running={'LINEAR': 730, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1260] order5big_10079: LINEAR (0.0s)  running={'LINEAR': 731, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1261] order5big_10087: LINEAR (0.0s)  running={'LINEAR': 732, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1262] order5big_10095: LINEAR (0.0s)  running={'LINEAR': 733, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1263] order5big_10103: LINEAR (0.0s)  running={'LINEAR': 734, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1264] order5big_10111: LINEAR (0.0s)  running={'LINEAR': 735, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1265] order5big_10119: LINEAR (0.0s)  running={'LINEAR': 736, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1266] order5big_10127: LINEAR (0.0s)  running={'LINEAR': 737, 'SOLVED_FMB': 44, 'THEOREM': 478, 'HARD_NONLINEAR': 7}
[1267] order5big_10135: THEOREM (60.2s)  running={'LINEAR': 737, 'SOLVED_FMB': 44, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
[1268] order5big_10143: LINEAR (0.0s)  running={'LINEAR': 738, 'SOLVED_FMB': 44, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
[1269] order5big_10151: LINEAR (0.0s)  running={'LINEAR': 739, 'SOLVED_FMB': 44, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
[1270] order5big_10159: LINEAR (0.0s)  running={'LINEAR': 740, 'SOLVED_FMB': 44, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
[1271] order5big_10167: SOLVED_FMB (0.2s)  running={'LINEAR': 740, 'SOLVED_FMB': 45, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
[1272] order5big_10175: LINEAR (0.0s)  running={'LINEAR': 741, 'SOLVED_FMB': 45, 'THEOREM': 479, 'HARD_NONLINEAR': 7}
